台號,台名,模組類型,模組ID,模組型號,硬體版本,(模組位置 / 光接點),RF_Port使用狀態,細胞(頻寬) / 細胞名稱,模組序號,Ant. Port電子角,天線型號,天線序號,軟體版本,營運中心,基維股,縣市,鄉鎮市區,administrativeState,availabilityStatus,blocking,operationalState,台號L
713300,內埔龍泉S1,RMOD,RMOD-4/RMOD_R-4,FHDB,472649A.103,1.2.2_OPT_1,2/2,21(10M) / 內埔順成,1M184425283,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,內埔鄉,Unlocked,,,enabled,713300L
713300,內埔龍泉S1,RMOD,RMOD-9/RMOD_R-13,FHDB,472649A.103,1.2.1.2_OPT_1,2/1,51(10M) / 內埔黎東電桿,1M162596223,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,內埔鄉,Unlocked,,,enabled,713300L
713300,內埔龍泉S1,RMOD,RMOD-5/RMOD_R-5,FHEB,472650A.102,1.3.1_OPT_1,3/1,33 / 內埔芝林,1M141413057,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,內埔鄉,Unlocked,,,enabled,713300L
713300,內埔龍泉S1,RMOD,RMOD-8/RMOD_R-12,FHEB,472650A.102,1.2.1.1_OPT_1,2/1,53 / 內埔黎東電桿,1M153636968,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,內埔鄉,Unlocked,,,enabled,713300L
713300,內埔龍泉S1,RMOD,RMOD-6/RMOD_R-6,FHEB,472650A.102,1.1.3.2_OPT_2,1/3,43 / 內埔龍潭果菜,L6140741031,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,內埔鄉,Unlocked,,,enabled,713300L
713300,內埔龍泉S1,RMOD,RMOD-1/RMOD_R-1,FHEB,472650A.103,1.1.1_OPT_1,1/1,13 / 內埔群讀園,1M162309009,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,內埔鄉,Unlocked,,,enabled,713300L
713300,內埔龍泉S1,RMOD,RMOD-3/RMOD_R-3,FHEB,472650A.103,1.2.1_OPT_1,2/1,23 / 內埔順成,1M161636510,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,內埔鄉,Unlocked,,,enabled,713300L
713300,內埔龍泉S1,RMOD,RMOD-10/RMOD_R-10,FHEB,472650A.103,1.2.2.1_OPT_1,2/2,63 / 內埔神通書院,1M162309248,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,內埔鄉,Unlocked,,,enabled,713300L
713300,內埔龍泉S1,SMOD,SMOD-1/SMOD_R-1,FSMF,472181A,MSER_DRAN,[O][X][X][X],"P1_(11,13,33,41)",AS171960341,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,713300L
713302,屏東華山DL1莊敬公裕,BBMOD,BBMOD-2/BBMOD_R-1,ABIA,473096A.107,1.3,[X][X][X][X][X][O],"P1_(41,51,53),P2_(43,61,63)",DH243129638,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,BBMOD,BBMOD-1/BBMOD_R-2,ABIA,473096A.107,1.1,[X][X][X][O][O][O],"P1_(11,21,23),P2_(13,31,33)",DH243129634,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,RMOD,RMOD-7/RMOD_R-9,FXEB,472501A.104,1.3.1.1_OPT_1,3/1,"43,53,63 / 屏東公裕",F7143665818,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,RMOD,RMOD-8/RMOD_R-10,FXEB,472501A.104,1.3.2.1_OPT_1,3/2,"43,53,63 / 屏東公裕",F7143664993,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,RMOD,RMOD-2/RMOD_R-2,FHDB,472649A.102,1.1.1.2_OPT_1,1/1,"11(10M),111 / 屏東莊敬",L6142271192,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,RMOD,RMOD-9/RMOD_R-11,FHDB,472649A.103,1.3.3.1_OPT_1,3/3,"141,41(10M) / 屏東公裕",1M183762166,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,RMOD,RMOD-10/RMOD_R-7,FHDB,472649A.103,1.3.4.1_OPT_1,3/4,"151,51(10M) / 屏東公裕",1M183762057,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,RMOD,RMOD-11/RMOD_R-8,FHDB,472649A.103,1.3.5.1_OPT_1,3/5,"161,61(10M) / 屏東公裕",1M183762045,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,RMOD,RMOD-6/RMOD_R-6,FHDB,472649A.103,1.1.3.2_OPT_1,1/3,"131,31(10M) / 屏東莊敬",1M171835578,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,RMOD,RMOD-4/RMOD_R-4,FHDB,472649A.103,1.1.2.2_OPT_1,1/2,"121,21(10M) / 屏東莊敬",1M171124093,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,RMOD,RMOD-1/RMOD_R-1,FHEB,472650A.102,1.1.1.1_OPT_1,1/1,13 / 屏東莊敬,L6152600329,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,RMOD,RMOD-3/RMOD_R-3,FHEB,472650A.102,1.1.2.1_OPT_1,1/2,23 / 屏東莊敬,L6141628298,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,RMOD,RMOD-5/RMOD_R-5,FHEB,472650A.102,1.1.3.1_OPT_1,1/3,33 / 屏東莊敬,L6152615699,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713302L
713302,屏東華山DL1莊敬公裕,SMOD,SMOD-1/SMOD_R-1,ASIB,473764A.102,MSER_DRAN,,,K9251737012,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,713302L
713303,佳冬佳冬L2,BBMOD,BBMOD-1/BBMOD_R-1,ABIA,473096A.106,2.1,[X][X][X][X][X][X],"P1_(13,23,33),P2_(11,21,31)",EA204655352,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,,,,enabled,713303L
713303,佳冬佳冬L2,BBMOD,BBMOD-3/BBMOD_R-3,ABIA,473096A.107,2.3,[X][X][X][X][O][O],"P1_(43,53,63,73),P2_(41,42,51,52,61,62)",DH211794604,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,,,,enabled,713303L
713303,佳冬佳冬L2,BBMOD,BBMOD-2/BBMOD_R-2,ABIA,473096A.107,2.2,[X][X][X][O][O][O],"P1_(14,34,35),P2_(24,25)",DH220621420,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-14/RMOD_R-4,FHDB,472649A.103,2.3.1.2_OPT_1,6/1,"141,41(10M) / 枋寮永翔",EA184912889,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-18/RMOD_R-8,FHDB,472649A.103,2.3.3.2_OPT_1,6/3,"161,61(10M) / 枋寮永翔",EA184912892,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-16/RMOD_R-6,FHDB,472649A.103,2.3.2.2_OPT_1,6/2,"151,51(10M) / 枋寮永翔",EA184912867,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-7/RMOD_R-14,FHEB,472650A.102,2.1.1.1_OPT_1,4/1,13 / 枋寮科技,L6150276661,[4][4],RRV4-65A-R6N43,24CN101743118,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-2/RMOD_R-9,FHEB,472650A.102,2.1.2.1_OPT_1,4/2,23 / 枋寮科技,1M150519725,[5.5][5.5],RRV4-65A-R6N43,24CN101743113,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-4/RMOD_R-11,FHEB,472650A.102,2.1.3.1_OPT_1,4/3,33 / 枋寮科技,L6151630850,[5.5][5.5],RRV4-65A-R6N43,24CN101743116,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-10/RMOD_R-2,FHEB,472650A.102,2.3.4.1_OPT_1,6/4,73 / 枋寮中碳,1M151058013,[2][2]_RET,V360QS-C3-3XR,17CN1032916001,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-5/RMOD_R-12,FRHG,473225A.101,2.2.1.1_OPT_1,5/1,14 / 枋寮科技,K9181126767,[5][5][5][5]_RET,RRV4-65A-R6N43,24CN101743118,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-6/RMOD_R-13,FRHG,473225A.101,2.2.2.1_OPT_1,5/2,"24,25 / 枋寮科技",K9181239592,[7][7][7][7]_RET,RRV4-65A-R6N43,24CN101743113,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-8/RMOD_R-15,FRHG,473225A.101,2.2.3.1_OPT_1,5/3,"34,35 / 枋寮科技",K9181239583,[7][7][7][7]_RET,RRV4-65A-R6N43,24CN101743116,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-13/RMOD_R-3,FHEL,473475A.101,2.3.1.1_OPT_1,6/1,"42,43 / 枋寮永翔",1M183709147,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-15/RMOD_R-5,FHEL,473475A.101,2.3.2.1_OPT_1,6/2,"52,53 / 枋寮永翔",1M181622575,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-17/RMOD_R-7,FHEL,473475A.101,2.3.3.1_OPT_1,6/3,"62,63 / 枋寮永翔",1M183709130,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-1/RMOD_R-1,AHDB,474257A.101,2.1.4.1_OPT_1,4/4,"11(10M),111 / 枋寮科技",DH241332557,[6.5][6.5][6.5][6.5],RRV4-65A-R6N43,24CN101743118,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-3/RMOD_R-10,AHDB,474257A.101,2.1.5.1_OPT_1,4/5,"121,21(10M) / 枋寮科技",DH241332570,[7][7][7][7],RRV4-65A-R6N43,24CN101743113,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,RMOD,RMOD-9/RMOD_R-16,AHDB,474257A.101,2.1.6.1_OPT_1,4/6,"131,31(10M) / 枋寮科技",DH241332589,[7][7][7][7],RRV4-65A-R6N43,24CN101743116,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,Unlocked,,,enabled,713303L
713303,佳冬佳冬L2,SMOD,SMOD-1/SMOD_R-1,ASIA,473095A.203,PTCA_NAR01_R3M1R,,,RW190902593,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,,,,,713303L
713306,高樹大路關,BBMOD,BBMOD-2/BBMOD_R-2,FBBC,472797A.101,1.2,[O][O][O][O],P1_(22),AS171630619,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,高樹鄉,,,,enabled,713306L
713306,高樹大路關,BBMOD,BBMOD-1/BBMOD_R-1,FBBC,472797A.101,1.1,[X][X][O][O],"P1_(11,17,21,27)",AS171730721,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,高樹鄉,,,,enabled,713306L
713306,高樹大路關,RMOD,RMOD-2/RMOD_R-1,FHDB,472649A.102,1.1.1.1_OPT_1,1/1,"11(10M),111,17(10M) / 高樹大路關",1M161147836,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,高樹鄉,Unlocked,,,enabled,713306L
713306,高樹大路關,RMOD,RMOD-4/RMOD_R-3,FHDB,472649A.102,1.1.2.1_OPT_1,1/2,"121,21(10M),27(10M) / 高樹大路關",1M161147715,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,高樹鄉,Unlocked,,,enabled,713306L
713306,高樹大路關,RMOD,RMOD-3/RMOD_R-2,FHEL,473475A.101,1.2.1_OPT_1,2/1,"22,23 / 高樹大路關",EA190274769,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,高樹鄉,Unlocked,,,enabled,713306L
713306,高樹大路關,SMOD,SMOD-1/SMOD_R-1,FSMF,472181A,MSER_DRAN,[O][O][X][O],P1_(23),F7171657408,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,高樹鄉,,,,,713306L
713308,長治德協S1,BBMOD,BBMOD-1/BBMOD_R-2,FBBA,472182A.103,1.1,[O],"P1_(13,17)",F7141517753,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,enabled,713308L
713308,長治德協S1,BBMOD,BBMOD-2/BBMOD_R-1,FBBC,472797A.101,1.2,[X][O][O][O],"P1_(41,43,47)",L6150755687,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,enabled,713308L
713308,長治德協S1,RMOD,RMOD-2/RMOD_R-2,FHDB,472649A.103,1.1.2_OPT_1,,"11(10M),111,17(10M) / 長治德榮電桿",1M184303365,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,713308L
713308,長治德協S1,RMOD,RMOD-9/RMOD_R-9,FHDB,472649A.103,1.2.1.2_OPT_1,,"141,41(10M),47(10M) / 長治欣樂",1M173026827,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,713308L
713308,長治德協S1,RMOD,RMOD-1/RMOD_R-1,FHEB,472650A.102,1.1.1_OPT_1,,13 / 長治德榮電桿,L6141311971,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,713308L
713308,長治德協S1,RMOD,RMOD-5/RMOD_R-5,FHEB,472650A.102,1.3.1_OPT_1,,33 / 長治下寮,1M143124056,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,713308L
713308,長治德協S1,RMOD,RMOD-8/RMOD_R-8,FHEB,472650A.102,1.2.1.1_OPT_1,,43 / 長治欣樂,L6134522927,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,713308L
713308,長治德協S1,SMOD,SMOD-1/SMOD_R-1,FSMF,472181A,LAR871,[O][X][O][X],"P1_(11,33)",NK170960680,,,,xL23R1FSM3_2222_100,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,,713308L
713309,萬丹萬丹S1,BBMOD,BBMOD-2/BBMOD_R-2,ABIA,473096A.103,1.2,[X][X][X][O][O][O],"P1_(51,61,63),P2_(53,71,73)",AH174809895,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,,,,enabled,713309L
713309,萬丹萬丹S1,BBMOD,BBMOD-1/BBMOD_R-1,ABIA,473096A.107,1.1,[X][X][X][O][O][O],"P1_(11,21,23),P2_(13,31,43)",DH243129580,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-8/RMOD_R-10,FHDB,472649A.102,1.2.1.2_OPT_1,2/1,"151,51(10M) / 萬丹萬壽",L6144629746,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-1/RMOD_R-1,FHDB,472649A.103,1.1.1.1_OPT_1,1/1,"11(10M),111 / 萬丹寶厝",1M181235030,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-12/RMOD_R-12,FHDB,472649A.103,1.2.3.2_OPT_1,2/3,"171,71(10M) / 萬丹萬壽",1M184303398,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-4/RMOD_R-4,FHDB,472649A.103,1.1.2.2_OPT_1,1/2,"121,21(10M) / 萬丹竹林電桿",1M170519900,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-10/RMOD_R-11,FHDB,472649A.103,1.2.2.2_OPT_1,2/2,"161,61(10M) / 萬丹萬壽",1M185047003,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-7/RMOD_R-7,FHDB,472649A.103,1.1.2.3_OPT_1,1/2,"131,31(10M) / 萬丹竹林電桿",1M170519897,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-3/RMOD_R-3,FHEB,472650A.102,1.1.2.1_OPT_1,1/2,23 / 萬丹竹林電桿,1M150519575,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-6/RMOD_R-8,FHEB,472650A.102,1.1.3.1_OPT_1,1/3,43 / 萬丹香社二,L6143305584,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-5/RMOD_R-5,FHEB,472650A.102,1.2.1.1_OPT_1,2/1,53 / 萬丹萬壽,1M150924624,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-9/RMOD_R-9,FHEB,472650A.102,1.2.2.1_OPT_1,2/2,63 / 萬丹萬壽,L6141330819,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-11/RMOD_R-2,FHEB,472650A.102,1.2.3.1_OPT_1,2/3,73 / 萬丹萬壽,L6142909620,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,RMOD,RMOD-2/RMOD_R-6,FHEB,472650A.102,1.1.1.2_OPT_1,1/1,13 / 萬丹寶厝,L6141975699,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,Unlocked,,,enabled,713309L
713309,萬丹萬丹S1,SMOD,SMOD-1/SMOD_R-1,ASIB,473764A.102,MSER_DRAN,,,DH222941029,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,,,,,713309L
713317,屏東勝利L14,BBMOD,BBMOD-2/BBMOD_R-2,ABIA,473096A.104,2.2,[X][X][X][O][O][O],"P1_(24,74),P2_(25)",EA193377276,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,enabled,713317L
713317,屏東勝利L14,BBMOD,BBMOD-1/BBMOD_R-1,ABIA,473096A.104,2.1,[X][X][O][O][X][X],"P1_(14,62,63),P2_(15,22,23,54)",EA201559284,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,enabled,713317L
713317,屏東勝利L14,RMOD,RMOD-1/RMOD_R-1,FRHG,473225A.101,2.1.1.1_OPT_2,4/1,"14,15(SingleTX) / 屏東享溫馨,屏東享溫馨indoor",K9172317060,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713317L
713317,屏東勝利L14,RMOD,RMOD-5/RMOD_R-2,FRHG,473225A.101,2.2.1.1_OPT_1,5/1,74 / 屏東縣議會,K9181630806,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713317L
713317,屏東勝利L14,RMOD,RMOD-6/RMOD_R-3,FRHG,473225A.101,2.1.5.1_OPT_1,4/5,54(SingleTX) / 屏東民眾醫院,K9172648304,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713317L
713317,屏東勝利L14,RMOD,RMOD-3/RMOD_R-5,FRHG,473225A.101,2.2.2.1_OPT_1   2.2.3.1_OPT_3,5/2   5/3,"24(4x4),25(4x4) / 屏東中央室內涵蓋",K9172350861,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713317L
713317,屏東勝利L14,RMOD,RMOD-2/RMOD_R-4,FHEL,473475A.101,2.1.2.1_OPT_1,4/2,"22,23 / 屏東中央室內涵蓋",EA185273559,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713317L
713317,屏東勝利L14,RMOD,RMOD-4/RMOD_R-6,AHEJ,474513A.102,2.1.6.1_OPT_2,4/6,"62,63 / 7-11廣吉門市",EB224160616,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,713317L
713317,屏東勝利L14,SMOD,SMOD-1/SMOD_R-1,ASIA,473095A.204,PTSL_NAR01_R3M7R,,,EA201557506,,,,xL24R1_2322_110,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,713317L
713318,枋山楓港L2,BBMOD,BBMOD-1/BBMOD_R-1,ABIA,473096A.107,2.1,[X][X][X][X][X][X],"P1_(11,17,21,31),P2_(13,23,24,27,33,37)",DH211794673,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,,,,enabled,713318L
713318,枋山楓港L2,BBMOD,BBMOD-2/BBMOD_R-2,ABIA,473096A.107,2.2,[X][X][X][X][O][O],"P1_(43,51),P2_(41,53)",DH211793176,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,,,,enabled,713318L
713318,枋山楓港L2,RMOD,RMOD-4/RMOD_R-6,FHEB,472650A.101,2.1.3.1_OPT_1,4/3,33 / 獅子丹路二,L1132418100,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,Unlocked,,,enabled,713318L
713318,枋山楓港L2,RMOD,RMOD-2/RMOD_R-4,FHEB,472650A.102,2.1.2.1_OPT_1,4/2,23 / 獅子丹路二,L6141631553,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,Unlocked,,,enabled,713318L
713318,枋山楓港L2,RMOD,RMOD-9/RMOD_R-11,FHEB,472650A.102,2.2.3.1_OPT_1,5/3,43 / 獅子新路二,L6142909914,[2][2],RRV4-65A-R6N43,24CN100833508,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,Unlocked,,,enabled,713318L
713318,枋山楓港L2,RMOD,RMOD-10/RMOD_R-2,FHEB,472650A.102,2.2.4.1_OPT_1,5/4,53 / 獅子新路二,L6134509929,[2][2],RRV4-65A-R6N43,24CN100833505,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,Unlocked,,,enabled,713318L
713318,枋山楓港L2,RMOD,RMOD-7/RMOD_R-9,FHEB,472650A.103,2.1.1.1_OPT_1,4/1,13 / 獅子丹路二,1M161255140,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,Unlocked,,,enabled,713318L
713318,枋山楓港L2,RMOD,RMOD-11/RMOD_R-3,AHHB,474252A.102,2.1.5.1_OPT_1,4/5,24 / 獅子丹路二,DH221242999,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,Unlocked,,,enabled,713318L
713318,枋山楓港L2,RMOD,RMOD-1/RMOD_R-1,AHDB,474257A.101,2.1.4.1_OPT_1,4/4,"11(10M),111,17(10M) / 獅子丹路二",DH252558093,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,Unlocked,,,enabled,713318L
713318,枋山楓港L2,RMOD,RMOD-5/RMOD_R-7,AHDB,474257A.101,2.2.1.1_OPT_1,5/1,"141,41(10M) / 獅子新路二",DH241004051,[5][5][5][5]_RET,RRV4-65A-R6N43,24CN100833508,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,Unlocked,,,enabled,713318L
713318,枋山楓港L2,RMOD,RMOD-3/RMOD_R-5,AHDB,474257A.101,2.1.6.1_OPT_1,4/6,"121,21(10M),27(10M) / 獅子丹路二",DH252558096,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,Unlocked,,,enabled,713318L
713318,枋山楓港L2,RMOD,RMOD-6/RMOD_R-8,AHDB,474257A.101,2.2.2.1_OPT_1,5/2,"151,51(10M) / 獅子新路二",DH241004048,[5][5][5][5]_RET,RRV4-65A-R6N43,24CN100833505,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,Unlocked,,,enabled,713318L
713318,枋山楓港L2,RMOD,RMOD-8/RMOD_R-10,AHDB,474257A.101,2.1.6.2_OPT_1,4/6,"131,31(10M),37(10M) / 獅子丹路二",DH252558102,,,,xL24R1_2322_110,屏東營運中心,屏南基維股,屏東縣,枋山鄉,Unlocked,,,enabled,713318L
