台號,台名,模組類型,模組ID,模組型號,硬體版本,(模組位置 / 光接點),RF_Port使用狀態,細胞(頻寬) / 細胞名稱,模組序號,Ant. Port電子角,天線型號,天線序號,軟體版本,營運中心,基維股,縣市,鄉鎮市區,administrativeState,availabilityStatus,blocking,operationalState,台號L
702324,崁頂越溪村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 崁頂越溪村辦,EB181910005,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,崁頂鄉,,,,,702324L
702324,崁頂越溪村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 崁頂越溪村辦,EB181910005,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,崁頂鄉,,,,,702324L
702324,崁頂越溪村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910005,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,崁頂鄉,,,,,702324L
702325,佳冬大同村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 佳冬大同村辦,EB181910092,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,,,,,702325L
702325,佳冬大同村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 佳冬大同村辦,EB181910092,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,,,,,702325L
702325,佳冬大同村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910092,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,佳冬鄉,,,,,702325L
702420,竹田汙水處理廠,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 竹田汙水處理廠,EB181680590,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702420L
702420,竹田汙水處理廠,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB181680590,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702420L
702423,恆春恆南,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 恆春恆南,EB181680530,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702423L
702423,恆春恆南,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB181680530,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702423L
702425,屏東大學餐廳,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 屏東大學餐廳,EB182010858,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702425L
702425,屏東大學餐廳,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 屏東大學餐廳,EB182010858,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702425L
702425,屏東大學餐廳,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182010858,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702425L
702426,恆春馥蘭朵,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 恆春馥蘭朵,EB180680183,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702426L
702426,恆春馥蘭朵,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB180680183,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702426L
702428,枋寮天時村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 枋寮天時村辦,EB181910106,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,枋寮鄉,,,,,702428L
702428,枋寮天時村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 枋寮天時村辦,EB181910106,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,枋寮鄉,,,,,702428L
702428,枋寮天時村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910106,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,枋寮鄉,,,,,702428L
702429,瑪家分駐所,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 瑪家分駐所,EB182210710,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,瑪家鄉,,,,,702429L
702429,瑪家分駐所,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 瑪家分駐所,EB182210710,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,瑪家鄉,,,,,702429L
702429,瑪家分駐所,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182210710,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,瑪家鄉,,,,,702429L
702430,恆春仁壽里辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 恆春仁壽里辦,EB182010876,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702430L
702430,恆春仁壽里辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 恆春仁壽里辦,EB182010876,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702430L
702430,恆春仁壽里辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182010876,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702430L
702435,屏東監理站,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 屏東監理站,RY152605667,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702435L
702435,屏東監理站,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,RY152605667,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702435L
702436,屏東雄雞,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 屏東雄雞,EB182080296,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702436L
702436,屏東雄雞,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB182080296,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702436L
702437,來義大後,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 來義大後,EB182080350,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,來義鄉,,,,,702437L
702437,來義大後,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB182080350,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,來義鄉,,,,,702437L
702452,里港科隆,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13(SingleTX) / 里港科隆,EB181680638,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,里港鄉,,,,,702452L
702452,里港科隆,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB181680638,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,里港鄉,,,,,702452L
702458,屏東台電,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 屏東台電,EB182411990,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702458L
702458,屏東台電,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 屏東台電,EB182411990,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702458L
702458,屏東台電,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182411990,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702458L
702464,屏東歸義,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 屏東歸義,EB182080260,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702464L
702464,屏東歸義,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB182080260,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702464L
703304,琉球海景三合院,RMOD,RMOD-1/RMOD_R-1,FWHN_FRHN,FWHN_FRHN,,,14 / 琉球海景三合院,EB171440046,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,琉球鄉,,,,,703304L
703304,琉球海景三合院,SMOD,SMOD-1/SMOD_R-1,FWHN,473148A,LAR871,,,EB171440046,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,琉球鄉,,,,,703304L
703305,車城統埔村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 車城統埔村辦,EB181910197,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,車城鄉,,,,,703305L
703305,車城統埔村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 車城統埔村辦,EB181910197,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,車城鄉,,,,,703305L
703305,車城統埔村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910197,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,車城鄉,,,,,703305L
703311,滿州清溪,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 滿州清溪,RY151806461,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,滿州鄉,,,,,703311L
703311,滿州清溪,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,RY151806461,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,滿州鄉,,,,,703311L
703314,崁頂衛生所,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 崁頂衛生所,EB181910180,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,崁頂鄉,,,,,703314L
703314,崁頂衛生所,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 崁頂衛生所,EB181910180,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,崁頂鄉,,,,,703314L
703314,崁頂衛生所,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910180,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,崁頂鄉,,,,,703314L
703983,屏東廣官,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 屏東廣官,EB182080156,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,703983L
703983,屏東廣官,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB182080156,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,703983L
703993,瑪家百合,RMOD,RMOD-1/RMOD_R-1,FWHN_FRHN,FWHN_FRHN,,,14 / 瑪家百合,EB171440256,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,瑪家鄉,,,,,703993L
703993,瑪家百合,SMOD,SMOD-1/SMOD_R-1,FWHN,473148A,MSER_DRAN,,,EB171440256,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,瑪家鄉,,,,,703993L
704317,屏東元大證券,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13(SingleTX) / 屏東元大證券,EB181680596,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,704317L
704317,屏東元大證券,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB181680596,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,704317L
704319,屏東田中巷,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 屏東田中巷,EB181611640,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,704319L
704319,屏東田中巷,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 屏東田中巷,EB181611640,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,704319L
704319,屏東田中巷,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181611640,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,704319L
704322,恆春萬泉,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 恆春萬泉,EB181480232,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,704322L
704322,恆春萬泉,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB181480232,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,704322L
704650,新埤蜀隆花卉,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 新埤蜀隆花卉,EB181680452,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,新埤鄉,,,,,704650L
704650,新埤蜀隆花卉,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB181680452,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,新埤鄉,,,,,704650L
704667,牡丹高士永久屋,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 牡丹高士永久屋,EB181611639,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,牡丹鄉,,,,,704667L
704667,牡丹高士永久屋,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 牡丹高士永久屋,EB181611639,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,牡丹鄉,,,,,704667L
704667,牡丹高士永久屋,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181611639,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,牡丹鄉,,,,,704667L
704668,屏東溝美里辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 屏東溝美里辦,EB181611647,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,704668L
704668,屏東溝美里辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 屏東溝美里辦,EB181611647,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,704668L
704668,屏東溝美里辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181611647,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,704668L
704669,長治復興村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 長治復興村辦,EB181910118,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,,704669L
704669,長治復興村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 長治復興村辦,EB181910118,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,,704669L
704669,長治復興村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910118,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,,704669L
704942,東港興安二,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 東港興安二,EB174580007,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,東港鎮,,,,,704942L
704942,東港興安二,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB174580007,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,東港鎮,,,,,704942L
705007,枋寮太源村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 枋寮太源村辦,EB181910011,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,枋寮鄉,,,,,705007L
705007,枋寮太源村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 枋寮太源村辦,EB181910011,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,枋寮鄉,,,,,705007L
705007,枋寮太源村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910011,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,枋寮鄉,,,,,705007L
705455,潮州府洋,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 潮州府洋,EB181680470,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,潮州鎮,,,,,705455L
705455,潮州府洋,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB181680470,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,潮州鎮,,,,,705455L
705462,內埔金陵,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 內埔金陵,EB182080200,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,705462L
705462,內埔金陵,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB182080200,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,705462L
705470,恆春萬里路,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 恆春萬里路,EB181480020,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,705470L
705470,恆春萬里路,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB181480020,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,705470L
705742,屏東鐵路警備隊,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 屏東鐵路警備隊,EB181310762,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,705742L
705742,屏東鐵路警備隊,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 屏東鐵路警備隊,EB181310762,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,705742L
705742,屏東鐵路警備隊,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181310762,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,705742L
705762,長治欽富,RMOD,RMOD-1/RMOD_R-1,FWHN_FRHN,FWHN_FRHN,,,14 / 長治欽富,EB171540116,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,,705762L
705762,長治欽富,SMOD,SMOD-1/SMOD_R-1,FWHN,473148A,LAR871,,,EB171540116,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,,705762L
705780,恆春怡彎飯店,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 恆春怡彎飯店,EB181680517,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,705780L
705780,恆春怡彎飯店,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB181680517,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,705780L
705795,屏東武順二,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 屏東武順二,EB181910108,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,705795L
705795,屏東武順二,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 屏東武順二,EB181910108,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,705795L
705795,屏東武順二,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910108,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,705795L
708000,屏東公館派出所,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 屏東公館派出所,EB181910127,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,708000L
708000,屏東公館派出所,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 屏東公館派出所,EB181910127,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,708000L
708000,屏東公館派出所,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910127,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,708000L
708007,崁頂南州路,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 崁頂南州路,EB182080124,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,崁頂鄉,,,,,708007L
708007,崁頂南州路,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB182080124,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,崁頂鄉,,,,,708007L
708123,內埔瑛盛,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 內埔瑛盛,EB181680601,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,708123L
708123,內埔瑛盛,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB181680601,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,708123L
708148,牡丹旭海路,RMOD,RMOD-1/RMOD_R-1,FWHN_FRHN,FWHN_FRHN,,,14 / 牡丹旭海路,EB171540046,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,牡丹鄉,,,,,708148L
708148,牡丹旭海路,SMOD,SMOD-1/SMOD_R-1,FWHN,473148A,LAR871,,,EB171540046,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,牡丹鄉,,,,,708148L
708690,竹田客家文化,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 竹田客家文化,EB194116506,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,708690L
708690,竹田客家文化,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 竹田客家文化,EB194116506,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,708690L
708690,竹田客家文化,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,LAR871,,,EB194116506,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,708690L
708703,萬丹水泉村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 萬丹水泉村辦,EB181910081,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,,,,,708703L
708703,萬丹水泉村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 萬丹水泉村辦,EB181910081,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,,,,,708703L
708703,萬丹水泉村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910081,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,萬丹鄉,,,,,708703L
708744,里港中和村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 里港中和村辦,EB182010868,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,里港鄉,,,,,708744L
708744,里港中和村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 里港中和村辦,EB182010868,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,里港鄉,,,,,708744L
708744,里港中和村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182010868,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,里港鄉,,,,,708744L
708768,內埔振豐,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 內埔振豐,EB181680628,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,708768L
708768,內埔振豐,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB181680628,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,708768L
708769,內埔分局,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 內埔分局,EB181910122,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,708769L
708769,內埔分局,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 內埔分局,EB181910122,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,708769L
708769,內埔分局,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910122,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,708769L
708772,竹田分駐所,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 竹田分駐所,EB182010882,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,708772L
708772,竹田分駐所,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 竹田分駐所,EB182010882,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,708772L
